pan_transcriptome_size:48885	genes_pan:212347	core_transcriptome_size:18919	genes_core:160284	number_genotypes:2	n_sample:6
pan_transcriptome_size:50753	genes_pan:233736	core_transcriptome_size:22340	genes_core:189204	number_genotypes:2	n_sample:7
pan_transcriptome_size:74672	genes_pan:331974	core_transcriptome_size:26718	genes_core:255050	number_genotypes:2	n_sample:8
pan_transcriptome_size:153841	genes_pan:5291648	core_transcriptome_size:64678	genes_core:4670789	number_genotypes:2	n_sample:9
pan_transcriptome_size:40548	genes_pan:174906	core_transcriptome_size:20179	genes_core:147102	number_genotypes:2	n_sample:10
pan_transcriptome_size:46215	genes_pan:190780	core_transcriptome_size:21375	genes_core:155083	number_genotypes:2	n_sample:11
pan_transcriptome_size:53262	genes_pan:242792	core_transcriptome_size:22810	genes_core:197648	number_genotypes:2	n_sample:12
pan_transcriptome_size:49275	genes_pan:221806	core_transcriptome_size:23345	genes_core:182999	number_genotypes:2	n_sample:13
pan_transcriptome_size:40281	genes_pan:177168	core_transcriptome_size:21477	genes_core:152779	number_genotypes:2	n_sample:14
pan_transcriptome_size:42537	genes_pan:182744	core_transcriptome_size:19131	genes_core:143488	number_genotypes:2	n_sample:15
pan_transcriptome_size:39681	genes_pan:173036	core_transcriptome_size:18491	genes_core:138884	number_genotypes:2	n_sample:16
pan_transcriptome_size:46554	genes_pan:203988	core_transcriptome_size:19851	genes_core:155217	number_genotypes:2	n_sample:17
pan_transcriptome_size:44852	genes_pan:180468	core_transcriptome_size:18149	genes_core:137081	number_genotypes:2	n_sample:18
pan_transcriptome_size:74875	genes_pan:306213	core_transcriptome_size:20080	genes_core:192353	number_genotypes:2	n_sample:19
pan_transcriptome_size:53031	genes_pan:263922	core_transcriptome_size:15814	genes_core:188635	number_genotypes:3	n_sample:0
pan_transcriptome_size:44071	genes_pan:215278	core_transcriptome_size:12691	genes_core:139122	number_genotypes:3	n_sample:1
pan_transcriptome_size:80773	genes_pan:418357	core_transcriptome_size:18648	genes_core:287660	number_genotypes:3	n_sample:2
pan_transcriptome_size:54970	genes_pan:279802	core_transcriptome_size:16774	genes_core:204314	number_genotypes:3	n_sample:3
pan_transcriptome_size:82190	genes_pan:418758	core_transcriptome_size:17858	genes_core:270582	number_genotypes:3	n_sample:4
pan_transcriptome_size:43799	genes_pan:234415	core_transcriptome_size:15492	genes_core:176191	number_genotypes:3	n_sample:5
pan_transcriptome_size:56498	genes_pan:304481	core_transcriptome_size:16658	genes_core:218456	number_genotypes:3	n_sample:6
pan_transcriptome_size:66831	genes_pan:336886	core_transcriptome_size:14904	genes_core:202772	number_genotypes:3	n_sample:7
pan_transcriptome_size:48565	genes_pan:273969	core_transcriptome_size:16813	genes_core:209477	number_genotypes:3	n_sample:8
pan_transcriptome_size:48471	genes_pan:256332	core_transcriptome_size:13847	genes_core:171194	number_genotypes:3	n_sample:9
pan_transcriptome_size:96564	genes_pan:572267	core_transcriptome_size:25013	genes_core:423880	number_genotypes:3	n_sample:10
pan_transcriptome_size:57718	genes_pan:298103	core_transcriptome_size:14185	genes_core:185996	number_genotypes:3	n_sample:11
pan_transcriptome_size:49908	genes_pan:273886	core_transcriptome_size:15393	genes_core:187274	number_genotypes:3	n_sample:12
pan_transcriptome_size:58691	genes_pan:234134	core_transcriptome_size:14861	genes_core:149134	number_genotypes:3	n_sample:13
pan_transcriptome_size:43674	genes_pan:229600	core_transcriptome_size:15669	genes_core:176925	number_genotypes:3	n_sample:14
pan_transcriptome_size:48729	genes_pan:246756	core_transcriptome_size:13843	genes_core:159895	number_genotypes:3	n_sample:15
pan_transcriptome_size:42670	genes_pan:230215	core_transcriptome_size:16695	genes_core:183755	number_genotypes:3	n_sample:16
pan_transcriptome_size:55255	genes_pan:280355	core_transcriptome_size:16563	genes_core:200242	number_genotypes:3	n_sample:17
pan_transcriptome_size:76344	genes_pan:358301	core_transcriptome_size:15907	genes_core:218717	number_genotypes:3	n_sample:18
pan_transcriptome_size:85219	genes_pan:452747	core_transcriptome_size:21882	genes_core:328458	number_genotypes:3	n_sample:19
pan_transcriptome_size:68059	genes_pan:360528	core_transcriptome_size:11891	genes_core:192065	number_genotypes:4	n_sample:0
pan_transcriptome_size:64607	genes_pan:404970	core_transcriptome_size:15120	genes_core:269866	number_genotypes:4	n_sample:1
pan_transcriptome_size:70242	genes_pan:385959	core_transcriptome_size:14272	genes_core:247509	number_genotypes:4	n_sample:2
pan_transcriptome_size:62372	genes_pan:387390	core_transcriptome_size:15269	genes_core:271821	number_genotypes:4	n_sample:3
pan_transcriptome_size:62246	genes_pan:376412	core_transcriptome_size:14264	genes_core:243045	number_genotypes:4	n_sample:4
pan_transcriptome_size:81509	genes_pan:487866	core_transcriptome_size:14940	genes_core:296598	number_genotypes:4	n_sample:5
pan_transcriptome_size:48675	genes_pan:312612	core_transcriptome_size:14469	genes_core:227611	number_genotypes:4	n_sample:6
pan_transcriptome_size:46704	genes_pan:268209	core_transcriptome_size:11729	genes_core:168376	number_genotypes:4	n_sample:7
pan_transcriptome_size:102188	genes_pan:661778	core_transcriptome_size:17118	genes_core:404900	number_genotypes:4	n_sample:8
pan_transcriptome_size:60099	genes_pan:374105	core_transcriptome_size:15004	genes_core:261267	number_genotypes:4	n_sample:9
pan_transcriptome_size:56672	genes_pan:357510	core_transcriptome_size:14288	genes_core:239758	number_genotypes:4	n_sample:10
pan_transcriptome_size:82292	genes_pan:457251	core_transcriptome_size:13562	genes_core:257545	number_genotypes:4	n_sample:11
pan_transcriptome_size:57749	genes_pan:334913	core_transcriptome_size:12037	genes_core:194394	number_genotypes:4	n_sample:12
pan_transcriptome_size:98280	genes_pan:600626	core_transcriptome_size:16156	genes_core:352292	number_genotypes:4	n_sample:13
pan_transcriptome_size:61885	genes_pan:392732	core_transcriptome_size:15360	genes_core:272721	number_genotypes:4	n_sample:14
pan_transcriptome_size:62051	genes_pan:382437	core_transcriptome_size:15559	genes_core:260686	number_genotypes:4	n_sample:15
pan_transcriptome_size:60706	genes_pan:381123	core_transcriptome_size:15230	genes_core:265498	number_genotypes:4	n_sample:16
pan_transcriptome_size:61475	genes_pan:372999	core_transcriptome_size:14752	genes_core:254033	number_genotypes:4	n_sample:17
pan_transcriptome_size:58598	genes_pan:356108	core_transcriptome_size:14334	genes_core:239733	number_genotypes:4	n_sample:18
pan_transcriptome_size:85942	genes_pan:506498	core_transcriptome_size:15800	genes_core:315407	number_genotypes:4	n_sample:19
pan_transcriptome_size:72925	genes_pan:441838	core_transcriptome_size:11274	genes_core:237954	number_genotypes:5	n_sample:0
pan_transcriptome_size:153841	genes_pan:5453568	core_transcriptome_size:14932	genes_core:3423635	number_genotypes:5	n_sample:1
pan_transcriptome_size:153841	genes_pan:5357362	core_transcriptome_size:13392	genes_core:3044679	number_genotypes:5	n_sample:2
pan_transcriptome_size:54737	genes_pan:397013	core_transcriptome_size:13135	genes_core:271505	number_genotypes:5	n_sample:3
pan_transcriptome_size:153841	genes_pan:5717581	core_transcriptome_size:17205	genes_core:3797964	number_genotypes:5	n_sample:4
pan_transcriptome_size:67453	genes_pan:482473	core_transcriptome_size:13823	genes_core:305850	number_genotypes:5	n_sample:5
pan_transcriptome_size:69695	genes_pan:441566	core_transcriptome_size:14855	genes_core:299007	number_genotypes:5	n_sample:6
pan_transcriptome_size:108769	genes_pan:773182	core_transcriptome_size:15125	genes_core:436061	number_genotypes:5	n_sample:7
pan_transcriptome_size:91846	genes_pan:600557	core_transcriptome_size:12227	genes_core:295519	number_genotypes:5	n_sample:8
pan_transcriptome_size:153841	genes_pan:5429279	core_transcriptome_size:14968	genes_core:3361605	number_genotypes:5	n_sample:9
pan_transcriptome_size:67865	genes_pan:465909	core_transcriptome_size:12714	genes_core:273296	number_genotypes:5	n_sample:10
pan_transcriptome_size:153841	genes_pan:5554330	core_transcriptome_size:15064	genes_core:3435433	number_genotypes:5	n_sample:11
pan_transcriptome_size:71910	genes_pan:509549	core_transcriptome_size:14677	genes_core:340111	number_genotypes:5	n_sample:12
pan_transcriptome_size:62695	genes_pan:430506	core_transcriptome_size:12538	genes_core:265570	number_genotypes:5	n_sample:13
pan_transcriptome_size:94467	genes_pan:557868	core_transcriptome_size:12881	genes_core:285802	number_genotypes:5	n_sample:14
pan_transcriptome_size:70450	genes_pan:509456	core_transcriptome_size:14987	genes_core:345644	number_genotypes:5	n_sample:15
pan_transcriptome_size:93180	genes_pan:626219	core_transcriptome_size:12750	genes_core:321431	number_genotypes:5	n_sample:16
pan_transcriptome_size:94553	genes_pan:646658	core_transcriptome_size:15132	genes_core:394877	number_genotypes:5	n_sample:17
pan_transcriptome_size:89775	genes_pan:603716	core_transcriptome_size:14622	genes_core:373010	number_genotypes:5	n_sample:18
pan_transcriptome_size:94835	genes_pan:636043	core_transcriptome_size:15080	genes_core:389592	number_genotypes:5	n_sample:19
pan_transcriptome_size:83900	genes_pan:608778	core_transcriptome_size:11643	genes_core:317724	number_genotypes:6	n_sample:0
pan_transcriptome_size:103649	genes_pan:745372	core_transcriptome_size:13944	genes_core:422054	number_genotypes:6	n_sample:1
pan_transcriptome_size:153841	genes_pan:5653076	core_transcriptome_size:14707	genes_core:3481930	number_genotypes:6	n_sample:2
pan_transcriptome_size:153841	genes_pan:5523568	core_transcriptome_size:13896	genes_core:3289184	number_genotypes:6	n_sample:3
pan_transcriptome_size:108988	genes_pan:817219	core_transcriptome_size:13972	genes_core:450160	number_genotypes:6	n_sample:4
pan_transcriptome_size:65376	genes_pan:487770	core_transcriptome_size:11097	genes_core:277400	number_genotypes:6	n_sample:5
pan_transcriptome_size:111173	genes_pan:853692	core_transcriptome_size:14481	genes_core:486679	number_genotypes:6	n_sample:6
pan_transcriptome_size:111491	genes_pan:864174	core_transcriptome_size:15279	genes_core:520181	number_genotypes:6	n_sample:7
pan_transcriptome_size:97898	genes_pan:695895	core_transcriptome_size:13363	genes_core:398708	number_genotypes:6	n_sample:8
pan_transcriptome_size:72692	genes_pan:543639	core_transcriptome_size:11648	genes_core:300460	number_genotypes:6	n_sample:9
pan_transcriptome_size:76237	genes_pan:580811	core_transcriptome_size:12901	genes_core:352419	number_genotypes:6	n_sample:10
pan_transcriptome_size:75365	genes_pan:565417	core_transcriptome_size:11837	genes_core:314057	number_genotypes:6	n_sample:11
pan_transcriptome_size:84302	genes_pan:662612	core_transcriptome_size:13354	genes_core:378147	number_genotypes:6	n_sample:12
pan_transcriptome_size:153841	genes_pan:5550197	core_transcriptome_size:14430	genes_core:3417716	number_genotypes:6	n_sample:13
pan_transcriptome_size:105113	genes_pan:787326	core_transcriptome_size:15066	genes_core:480489	number_genotypes:6	n_sample:14
pan_transcriptome_size:97542	genes_pan:707359	core_transcriptome_size:13730	genes_core:412054	number_genotypes:6	n_sample:15
pan_transcriptome_size:85997	genes_pan:655291	core_transcriptome_size:14417	genes_core:425767	number_genotypes:6	n_sample:16
pan_transcriptome_size:68056	genes_pan:508911	core_transcriptome_size:11758	genes_core:291788	number_genotypes:6	n_sample:17
pan_transcriptome_size:87357	genes_pan:688563	core_transcriptome_size:14341	genes_core:434224	number_genotypes:6	n_sample:18
pan_transcriptome_size:69988	genes_pan:506230	core_transcriptome_size:13260	genes_core:329015	number_genotypes:6	n_sample:19
pan_transcriptome_size:153841	genes_pan:5810346	core_transcriptome_size:13805	genes_core:3449116	number_genotypes:7	n_sample:0
pan_transcriptome_size:72110	genes_pan:566297	core_transcriptome_size:10447	genes_core:296220	number_genotypes:7	n_sample:1
pan_transcriptome_size:77887	genes_pan:656633	core_transcriptome_size:12610	genes_core:406016	number_genotypes:7	n_sample:2
pan_transcriptome_size:95543	genes_pan:737791	core_transcriptome_size:12944	genes_core:432614	number_genotypes:7	n_sample:3
pan_transcriptome_size:86823	genes_pan:711557	core_transcriptome_size:13222	genes_core:438301	number_genotypes:7	n_sample:4
pan_transcriptome_size:79048	genes_pan:633209	core_transcriptome_size:12663	genes_core:386601	number_genotypes:7	n_sample:5
pan_transcriptome_size:111816	genes_pan:894492	core_transcriptome_size:13662	genes_core:491472	number_genotypes:7	n_sample:6
pan_transcriptome_size:77342	genes_pan:682110	core_transcriptome_size:12433	genes_core:395140	number_genotypes:7	n_sample:7
pan_transcriptome_size:153841	genes_pan:5710863	core_transcriptome_size:13806	genes_core:3414204	number_genotypes:7	n_sample:8
pan_transcriptome_size:84881	genes_pan:654232	core_transcriptome_size:11566	genes_core:356716	number_genotypes:7	n_sample:9
pan_transcriptome_size:74445	genes_pan:621589	core_transcriptome_size:10897	genes_core:333304	number_genotypes:7	n_sample:10
pan_transcriptome_size:95691	genes_pan:738858	core_transcriptome_size:11633	genes_core:378282	number_genotypes:7	n_sample:11
pan_transcriptome_size:109763	genes_pan:921340	core_transcriptome_size:14375	genes_core:543711	number_genotypes:7	n_sample:12
pan_transcriptome_size:73062	genes_pan:616646	core_transcriptome_size:12136	genes_core:360909	number_genotypes:7	n_sample:13
pan_transcriptome_size:90463	genes_pan:680578	core_transcriptome_size:12399	genes_core:400492	number_genotypes:7	n_sample:14
pan_transcriptome_size:115090	genes_pan:1000103	core_transcriptome_size:15418	genes_core:595900	number_genotypes:7	n_sample:15
pan_transcriptome_size:87492	genes_pan:714836	core_transcriptome_size:12830	genes_core:418635	number_genotypes:7	n_sample:16
pan_transcriptome_size:72198	genes_pan:636099	core_transcriptome_size:13721	genes_core:433268	number_genotypes:7	n_sample:17
pan_transcriptome_size:101617	genes_pan:818732	core_transcriptome_size:12717	genes_core:449471	number_genotypes:7	n_sample:18
pan_transcriptome_size:91299	genes_pan:735189	core_transcriptome_size:11955	genes_core:396360	number_genotypes:7	n_sample:19
pan_transcriptome_size:107987	genes_pan:875505	core_transcriptome_size:13035	genes_core:491059	number_genotypes:8	n_sample:0
pan_transcriptome_size:83299	genes_pan:694847	core_transcriptome_size:12008	genes_core:419663	number_genotypes:8	n_sample:1
pan_transcriptome_size:99304	genes_pan:828541	core_transcriptome_size:12134	genes_core:445237	number_genotypes:8	n_sample:2
pan_transcriptome_size:111769	genes_pan:955879	core_transcriptome_size:10322	genes_core:410764	number_genotypes:8	n_sample:3
pan_transcriptome_size:108948	genes_pan:914309	core_transcriptome_size:10885	genes_core:411736	number_genotypes:8	n_sample:4
pan_transcriptome_size:100898	genes_pan:846140	core_transcriptome_size:12563	genes_core:482425	number_genotypes:8	n_sample:5
pan_transcriptome_size:105054	genes_pan:913870	core_transcriptome_size:12568	genes_core:506371	number_genotypes:8	n_sample:6
pan_transcriptome_size:107573	genes_pan:1011417	core_transcriptome_size:14420	genes_core:618958	number_genotypes:8	n_sample:7
pan_transcriptome_size:153841	genes_pan:5703677	core_transcriptome_size:12206	genes_core:3118401	number_genotypes:8	n_sample:8
pan_transcriptome_size:85405	genes_pan:730012	core_transcriptome_size:11168	genes_core:377218	number_genotypes:8	n_sample:9
pan_transcriptome_size:153841	genes_pan:5942076	core_transcriptome_size:11054	genes_core:2850614	number_genotypes:8	n_sample:10
pan_transcriptome_size:100967	genes_pan:830129	core_transcriptome_size:11540	genes_core:428013	number_genotypes:8	n_sample:11
pan_transcriptome_size:100972	genes_pan:852899	core_transcriptome_size:12059	genes_core:463284	number_genotypes:8	n_sample:12
pan_transcriptome_size:118835	genes_pan:1095901	core_transcriptome_size:13845	genes_core:617536	number_genotypes:8	n_sample:13
pan_transcriptome_size:92533	genes_pan:777203	core_transcriptome_size:12600	genes_core:443348	number_genotypes:8	n_sample:14
pan_transcriptome_size:80680	genes_pan:794332	core_transcriptome_size:13608	genes_core:521333	number_genotypes:8	n_sample:15
pan_transcriptome_size:106547	genes_pan:906169	core_transcriptome_size:11340	genes_core:456188	number_genotypes:8	n_sample:16
pan_transcriptome_size:100531	genes_pan:849153	core_transcriptome_size:11584	genes_core:437140	number_genotypes:8	n_sample:17
pan_transcriptome_size:153841	genes_pan:5836674	core_transcriptome_size:13453	genes_core:3455196	number_genotypes:8	n_sample:18
pan_transcriptome_size:153841	genes_pan:5979369	core_transcriptome_size:14352	genes_core:3690327	number_genotypes:8	n_sample:19
pan_transcriptome_size:118286	genes_pan:1115893	core_transcriptome_size:12695	genes_core:603150	number_genotypes:9	n_sample:0
pan_transcriptome_size:153841	genes_pan:6230231	core_transcriptome_size:13569	genes_core:3658274	number_genotypes:9	n_sample:1
pan_transcriptome_size:107662	genes_pan:1030516	core_transcriptome_size:12682	genes_core:580478	number_genotypes:9	n_sample:2
pan_transcriptome_size:122084	genes_pan:1174877	core_transcriptome_size:11539	genes_core:549516	number_genotypes:9	n_sample:3
pan_transcriptome_size:104656	genes_pan:915590	core_transcriptome_size:10173	genes_core:427057	number_genotypes:9	n_sample:4
pan_transcriptome_size:95052	genes_pan:848526	core_transcriptome_size:11777	genes_core:474553	number_genotypes:9	n_sample:5
pan_transcriptome_size:121444	genes_pan:1123987	core_transcriptome_size:10702	genes_core:479299	number_genotypes:9	n_sample:6
pan_transcriptome_size:95550	genes_pan:943063	core_transcriptome_size:12743	genes_core:555783	number_genotypes:9	n_sample:7
pan_transcriptome_size:153841	genes_pan:5858650	core_transcriptome_size:12207	genes_core:3256747	number_genotypes:9	n_sample:8
pan_transcriptome_size:76365	genes_pan:760319	core_transcriptome_size:11825	genes_core:466757	number_genotypes:9	n_sample:9
pan_transcriptome_size:153841	genes_pan:5936404	core_transcriptome_size:13326	genes_core:3506305	number_genotypes:9	n_sample:10
pan_transcriptome_size:114263	genes_pan:1093561	core_transcriptome_size:12851	genes_core:602480	number_genotypes:9	n_sample:11
pan_transcriptome_size:108798	genes_pan:946006	core_transcriptome_size:12060	genes_core:515475	number_genotypes:9	n_sample:12
pan_transcriptome_size:106987	genes_pan:928420	core_transcriptome_size:12604	genes_core:523402	number_genotypes:9	n_sample:13
pan_transcriptome_size:86458	genes_pan:877001	core_transcriptome_size:12333	genes_core:522987	number_genotypes:9	n_sample:14
pan_transcriptome_size:79185	genes_pan:778550	core_transcriptome_size:11937	genes_core:476426	number_genotypes:9	n_sample:15
pan_transcriptome_size:153841	genes_pan:6036990	core_transcriptome_size:12081	genes_core:3229298	number_genotypes:9	n_sample:16
pan_transcriptome_size:86877	genes_pan:763972	core_transcriptome_size:10653	genes_core:396142	number_genotypes:9	n_sample:17
pan_transcriptome_size:105575	genes_pan:948522	core_transcriptome_size:11799	genes_core:512617	number_genotypes:9	n_sample:18
pan_transcriptome_size:85324	genes_pan:825890	core_transcriptome_size:11236	genes_core:453523	number_genotypes:9	n_sample:19
pan_transcriptome_size:111678	genes_pan:1077101	core_transcriptome_size:10386	genes_core:499703	number_genotypes:10	n_sample:0
pan_transcriptome_size:118157	genes_pan:1222121	core_transcriptome_size:13064	genes_core:677486	number_genotypes:10	n_sample:1
pan_transcriptome_size:102311	genes_pan:1014329	core_transcriptome_size:12492	genes_core:609079	number_genotypes:10	n_sample:2
pan_transcriptome_size:109884	genes_pan:993744	core_transcriptome_size:11228	genes_core:514878	number_genotypes:10	n_sample:3
pan_transcriptome_size:153841	genes_pan:6039514	core_transcriptome_size:12084	genes_core:3272469	number_genotypes:10	n_sample:4
pan_transcriptome_size:94798	genes_pan:1015893	core_transcriptome_size:12265	genes_core:588789	number_genotypes:10	n_sample:5
pan_transcriptome_size:113863	genes_pan:1124345	core_transcriptome_size:11605	genes_core:580435	number_genotypes:10	n_sample:6
pan_transcriptome_size:97119	genes_pan:976217	core_transcriptome_size:11899	genes_core:555757	number_genotypes:10	n_sample:7
pan_transcriptome_size:97656	genes_pan:940789	core_transcriptome_size:11140	genes_core:509300	number_genotypes:10	n_sample:8
pan_transcriptome_size:108391	genes_pan:993062	core_transcriptome_size:9711	genes_core:421903	number_genotypes:10	n_sample:9
pan_transcriptome_size:78858	genes_pan:800776	core_transcriptome_size:10102	genes_core:432697	number_genotypes:10	n_sample:10
pan_transcriptome_size:153841	genes_pan:5948890	core_transcriptome_size:12279	genes_core:3311948	number_genotypes:10	n_sample:11
pan_transcriptome_size:115745	genes_pan:1089557	core_transcriptome_size:12732	genes_core:608109	number_genotypes:10	n_sample:12
pan_transcriptome_size:153841	genes_pan:5928114	core_transcriptome_size:11699	genes_core:3154884	number_genotypes:10	n_sample:13
pan_transcriptome_size:112662	genes_pan:1086141	core_transcriptome_size:11729	genes_core:564542	number_genotypes:10	n_sample:14
pan_transcriptome_size:96705	genes_pan:986645	core_transcriptome_size:11986	genes_core:573518	number_genotypes:10	n_sample:15
pan_transcriptome_size:153841	genes_pan:5965555	core_transcriptome_size:11185	genes_core:2973196	number_genotypes:10	n_sample:16
pan_transcriptome_size:104501	genes_pan:983370	core_transcriptome_size:11315	genes_core:530221	number_genotypes:10	n_sample:17
pan_transcriptome_size:109146	genes_pan:1034275	core_transcriptome_size:10218	genes_core:476763	number_genotypes:10	n_sample:18
pan_transcriptome_size:114967	genes_pan:1089919	core_transcriptome_size:10142	genes_core:477050	number_genotypes:10	n_sample:19
pan_transcriptome_size:153841	genes_pan:6079222	core_transcriptome_size:14179	genes_core:3736096	number_genotypes:11	n_sample:0
pan_transcriptome_size:153841	genes_pan:6394534	core_transcriptome_size:14675	genes_core:3948579	number_genotypes:11	n_sample:1
pan_transcriptome_size:153841	genes_pan:6369122	core_transcriptome_size:15421	genes_core:4078554	number_genotypes:11	n_sample:2
pan_transcriptome_size:95694	genes_pan:1007213	core_transcriptome_size:12884	genes_core:599902	number_genotypes:11	n_sample:3
pan_transcriptome_size:103629	genes_pan:1086681	core_transcriptome_size:13991	genes_core:686946	number_genotypes:11	n_sample:4
pan_transcriptome_size:153841	genes_pan:6127090	core_transcriptome_size:14126	genes_core:3731746	number_genotypes:11	n_sample:5
pan_transcriptome_size:126678	genes_pan:1371005	core_transcriptome_size:14119	genes_core:774894	number_genotypes:11	n_sample:6
pan_transcriptome_size:96443	genes_pan:999522	core_transcriptome_size:13270	genes_core:617051	number_genotypes:11	n_sample:7
pan_transcriptome_size:116475	genes_pan:1155371	core_transcriptome_size:14384	genes_core:709834	number_genotypes:11	n_sample:8
pan_transcriptome_size:153841	genes_pan:6025418	core_transcriptome_size:13781	genes_core:3638671	number_genotypes:11	n_sample:9
pan_transcriptome_size:99237	genes_pan:1039780	core_transcriptome_size:13164	genes_core:627546	number_genotypes:11	n_sample:10
pan_transcriptome_size:93577	genes_pan:1066515	core_transcriptome_size:14261	genes_core:701760	number_genotypes:11	n_sample:11
pan_transcriptome_size:153841	genes_pan:6119941	core_transcriptome_size:15219	genes_core:3923672	number_genotypes:11	n_sample:12
pan_transcriptome_size:153841	genes_pan:6158785	core_transcriptome_size:14147	genes_core:3780115	number_genotypes:11	n_sample:13
pan_transcriptome_size:103480	genes_pan:1116894	core_transcriptome_size:14484	genes_core:722524	number_genotypes:11	n_sample:14
pan_transcriptome_size:96239	genes_pan:1008489	core_transcriptome_size:13693	genes_core:648673	number_genotypes:11	n_sample:15
pan_transcriptome_size:92482	genes_pan:1001916	core_transcriptome_size:13777	genes_core:645309	number_genotypes:11	n_sample:16
pan_transcriptome_size:118348	genes_pan:1293901	core_transcriptome_size:15577	genes_core:833749	number_genotypes:11	n_sample:17
pan_transcriptome_size:153841	genes_pan:6035206	core_transcriptome_size:14599	genes_core:3809052	number_genotypes:11	n_sample:18
pan_transcriptome_size:153841	genes_pan:6150035	core_transcriptome_size:14951	genes_core:3927960	number_genotypes:11	n_sample:19
pan_transcriptome_size:123370	genes_pan:1341128	core_transcriptome_size:13854	genes_core:798147	number_genotypes:12	n_sample:0
pan_transcriptome_size:153841	genes_pan:6163560	core_transcriptome_size:14606	genes_core:3891956	number_genotypes:12	n_sample:1
pan_transcriptome_size:121041	genes_pan:1251535	core_transcriptome_size:12885	genes_core:693009	number_genotypes:12	n_sample:2
pan_transcriptome_size:110565	genes_pan:1216317	core_transcriptome_size:13190	genes_core:717759	number_genotypes:12	n_sample:3
pan_transcriptome_size:153841	genes_pan:6114656	core_transcriptome_size:13972	genes_core:3742671	number_genotypes:12	n_sample:4
pan_transcriptome_size:119784	genes_pan:1392236	core_transcriptome_size:14361	genes_core:845840	number_genotypes:12	n_sample:5
pan_transcriptome_size:90803	genes_pan:1058843	core_transcriptome_size:13519	genes_core:690386	number_genotypes:12	n_sample:6
pan_transcriptome_size:112898	genes_pan:1235542	core_transcriptome_size:14088	genes_core:787653	number_genotypes:12	n_sample:7
pan_transcriptome_size:153841	genes_pan:6230443	core_transcriptome_size:13835	genes_core:3748761	number_genotypes:12	n_sample:8
pan_transcriptome_size:91580	genes_pan:949052	core_transcriptome_size:12753	genes_core:596013	number_genotypes:12	n_sample:9
pan_transcriptome_size:112380	genes_pan:1207220	core_transcriptome_size:13634	genes_core:744869	number_genotypes:12	n_sample:10
